City,States,Country
Drzhimurec,Medhimurje,Croatia Hrvatska)
Dunjkovec,Medhimurje,Croatia Hrvatska)
Gardinovec,Medhimurje,Croatia Hrvatska)
Gorichan,Medhimurje,Croatia Hrvatska)
Gornji Hrashcan,Medhimurje,Croatia Hrvatska)
Hodoshan,Medhimurje,Croatia Hrvatska)
Ivanovec,Medhimurje,Croatia Hrvatska)
Kotoriba,Medhimurje,Croatia Hrvatska)
Kurshanec,Medhimurje,Croatia Hrvatska)
Lopatinec,Medhimurje,Croatia Hrvatska)
Machkovec,Medhimurje,Croatia Hrvatska)
Mala Subotica,Medhimurje,Croatia Hrvatska)
Mihovljan,Medhimurje,Croatia Hrvatska)
Mursko Sredishce,Medhimurje,Croatia Hrvatska)
Nedelishce,Medhimurje,Croatia Hrvatska)
Novakovec,Medhimurje,Croatia Hrvatska)
Novo Selo Rok,Medhimurje,Croatia Hrvatska)
Orehovica,Medhimurje,Croatia Hrvatska)
Palovec,Medhimurje,Croatia Hrvatska)
Peklenica,Medhimurje,Croatia Hrvatska)
Podturen,Medhimurje,Croatia Hrvatska)
Prelog,Medhimurje,Croatia Hrvatska)
Pribislavec,Medhimurje,Croatia Hrvatska)
Pushcine,Medhimurje,Croatia Hrvatska)
Savska Ves,Medhimurje,Croatia Hrvatska)
Selnica,Medhimurje,Croatia Hrvatska)
Shenkovec,Medhimurje,Croatia Hrvatska)
Strahoninec,Medhimurje,Croatia Hrvatska)
Sveta Marija,Medhimurje,Croatia Hrvatska)
Trnovec,Medhimurje,Croatia Hrvatska)
Vratishinec,Medhimurje,Croatia Hrvatska)
Zasadbreg,Medhimurje,Croatia Hrvatska)
Antunovac,Osijek-Baranja,Croatia Hrvatska)
Batina,Osijek-Baranja,Croatia Hrvatska)
Beli Manastir,Osijek-Baranja,Croatia Hrvatska)
Belishce,Osijek-Baranja,Croatia Hrvatska)
Beljevina,Osijek-Baranja,Croatia Hrvatska)
Bijelo Brdo,Osijek-Baranja,Croatia Hrvatska)
Bilje,Osijek-Baranja,Croatia Hrvatska)
Bistrinci,Osijek-Baranja,Croatia Hrvatska)
Bizovac,Osijek-Baranja,Croatia Hrvatska)
Branjin Vrh,Osijek-Baranja,Croatia Hrvatska)
Brijeshce,Osijek-Baranja,Croatia Hrvatska)
Brijest,Osijek-Baranja,Croatia Hrvatska)
Ceminac,Osijek-Baranja,Croatia Hrvatska)
Chepin,Osijek-Baranja,Croatia Hrvatska)
Crnkovci,Osijek-Baranja,Croatia Hrvatska)
Dalj,Osijek-Baranja,Croatia Hrvatska)
Darda,Osijek-Baranja,Croatia Hrvatska)
Dhakovo,Osijek-Baranja,Croatia Hrvatska)
Dhurdhenovac,Osijek-Baranja,Croatia Hrvatska)
Donja Motichina,Osijek-Baranja,Croatia Hrvatska)
Donji Miholac,Osijek-Baranja,Croatia Hrvatska)
Erdut,Osijek-Baranja,Croatia Hrvatska)
Ernestinovo,Osijek-Baranja,Croatia Hrvatska)
Ferichanci,Osijek-Baranja,Croatia Hrvatska)
Gashinci,Osijek-Baranja,Croatia Hrvatska)
Gorjani,Osijek-Baranja,Croatia Hrvatska)
Grabovac,Osijek-Baranja,Croatia Hrvatska)
Ivanovac,Osijek-Baranja,Croatia Hrvatska)
Ivanovci Gorjanski,Osijek-Baranja,Croatia Hrvatska)
Jagodnjak,Osijek-Baranja,Croatia Hrvatska)
Jelisavac,Osijek-Baranja,Croatia Hrvatska)
Josipovac,Osijek-Baranja,Croatia Hrvatska)
Josipovac Punitovachki,Osijek-Baranja,Croatia Hrvatska)
Karanac,Osijek-Baranja,Croatia Hrvatska)
Keshinci,Osijek-Baranja,Croatia Hrvatska)
Knezhevi Vinogradi,Osijek-Baranja,Croatia Hrvatska)
Knezhevo,Osijek-Baranja,Croatia Hrvatska)
Koritna,Osijek-Baranja,Croatia Hrvatska)
Koshka,Osijek-Baranja,Croatia Hrvatska)
Kushevac,Osijek-Baranja,Croatia Hrvatska)
Ladimirevci,Osijek-Baranja,Croatia Hrvatska)
Laslovo,Osijek-Baranja,Croatia Hrvatska)
Lug,Osijek-Baranja,Croatia Hrvatska)
Marijanci,Osijek-Baranja,Croatia Hrvatska)
Markovac Nashichki,Osijek-Baranja,Croatia Hrvatska)
Martin,Osijek-Baranja,Croatia Hrvatska)
Mece,Osijek-Baranja,Croatia Hrvatska)
Moslavina Podravska,Osijek-Baranja,Croatia Hrvatska)
Nashice,Osijek-Baranja,Croatia Hrvatska)
Osijek,Osijek-Baranja,Croatia Hrvatska)
Ovchara,Osijek-Baranja,Croatia Hrvatska)
Petlovac,Osijek-Baranja,Croatia Hrvatska)
Petrijevci,Osijek-Baranja,Croatia Hrvatska)
Pishkorevci,Osijek-Baranja,Croatia Hrvatska)
Podgorach,Osijek-Baranja,Croatia Hrvatska)
Popvac,Osijek-Baranja,Croatia Hrvatska)
Rakitovica,Osijek-Baranja,Croatia Hrvatska)
Sarvash,Osijek-Baranja,Croatia Hrvatska)
Satnica Dhakovachka,Osijek-Baranja,Croatia Hrvatska)
Selci Dhakovacki,Osijek-Baranja,Croatia Hrvatska)
Semeljci,Osijek-Baranja,Croatia Hrvatska)
Shiroko Polje,Osijek-Baranja,Croatia Hrvatska)
Strizivojna,Osijek-Baranja,Croatia Hrvatska)
Sveti Dhuradh,Osijek-Baranja,Croatia Hrvatska)
Tenja,Osijek-Baranja,Croatia Hrvatska)
Valpovo,Osijek-Baranja,Croatia Hrvatska)
Velimirovac,Osijek-Baranja,Croatia Hrvatska)
Viljevo,Osijek-Baranja,Croatia Hrvatska)
Vishkovci,Osijek-Baranja,Croatia Hrvatska)
Vishnjevac,Osijek-Baranja,Croatia Hrvatska)
Vladislavci,Osijek-Baranja,Croatia Hrvatska)
Vuka,Osijek-Baranja,Croatia Hrvatska)
Vukojevci,Osijek-Baranja,Croatia Hrvatska)
Zmajevac,Osijek-Baranja,Croatia Hrvatska)
Zoljan,Osijek-Baranja,Croatia Hrvatska)
Badljevina,Pozhega-Slavonija,Croatia Hrvatska)
Brodski Drenovac,Pozhega-Slavonija,Croatia Hrvatska)
Dervishaga,Pozhega-Slavonija,Croatia Hrvatska)
Gradac,Pozhega-Slavonija,Croatia Hrvatska)
Jakshic,Pozhega-Slavonija,Croatia Hrvatska)
Kaptol,Pozhega-Slavonija,Croatia Hrvatska)
Kutjevo,Pozhega-Slavonija,Croatia Hrvatska)
Lipik,Pozhega-Slavonija,Croatia Hrvatska)
Pakrac,Pozhega-Slavonija,Croatia Hrvatska)
Pleternica,Pozhega-Slavonija,Croatia Hrvatska)
Pozhega,Pozhega-Slavonija,Croatia Hrvatska)
Prekopkra,Pozhega-Slavonija,Croatia Hrvatska)
Trenkovo,Pozhega-Slavonija,Croatia Hrvatska)
Velika,Pozhega-Slavonija,Croatia Hrvatska)
Vetovo,Pozhega-Slavonija,Croatia Hrvatska)
Vidovci,Pozhega-Slavonija,Croatia Hrvatska)
Bilice,Shibenik-Knin,Croatia Hrvatska)
Brodarica,Shibenik-Knin,Croatia Hrvatska)
Drnish,Shibenik-Knin,Croatia Hrvatska)
Dubrava kod Shibenika,Shibenik-Knin,Croatia Hrvatska)
Grebashtica,Shibenik-Knin,Croatia Hrvatska)
Jezera,Shibenik-Knin,Croatia Hrvatska)
Kistanje,Shibenik-Knin,Croatia Hrvatska)
Knin,Shibenik-Knin,Croatia Hrvatska)
Kovachic,Shibenik-Knin,Croatia Hrvatska)
Murter,Shibenik-Knin,Croatia Hrvatska)
Pirovac,Shibenik-Knin,Croatia Hrvatska)
Primoshten,Shibenik-Knin,Croatia Hrvatska)
Rogoznica,Shibenik-Knin,Croatia Hrvatska)
Shibenik,Shibenik-Knin,Croatia Hrvatska)
Skradin,Shibenik-Knin,Croatia Hrvatska)
Tisno,Shibenik-Knin,Croatia Hrvatska)
Tribunj,Shibenik-Knin,Croatia Hrvatska)
Vodice,Shibenik-Knin,Croatia Hrvatska)
Vrpolje,Shibenik-Knin,Croatia Hrvatska)
Zaton,Shibenik-Knin,Croatia Hrvatska)
Brestacha,Sisak-Moslavina,Croatia Hrvatska)
Brochice,Sisak-Moslavina,Croatia Hrvatska)
Budashevo,Sisak-Moslavina,Croatia Hrvatska)
Donja Grachenica,Sisak-Moslavina,Croatia Hrvatska)
Dvor,Sisak-Moslavina,Croatia Hrvatska)
Glina,Sisak-Moslavina,Croatia Hrvatska)
Gornja Grachenica,Sisak-Moslavina,Croatia Hrvatska)
Gornja Jelenska,Sisak-Moslavina,Croatia Hrvatska)
Greda,Sisak-Moslavina,Croatia Hrvatska)
Gvozd,Sisak-Moslavina,Croatia Hrvatska)
Hrastelnica,Sisak-Moslavina,Croatia Hrvatska)
Hrvatska Dubica,Sisak-Moslavina,Croatia Hrvatska)
Hrvatska Kostajnica,Sisak-Moslavina,Croatia Hrvatska)
Husain,Sisak-Moslavina,Croatia Hrvatska)
Ilova,Sisak-Moslavina,Croatia Hrvatska)
Kutina,Sisak-Moslavina,Croatia Hrvatska)
Lekenik,Sisak-Moslavina,Croatia Hrvatska)
Lipovljani,Sisak-Moslavina,Croatia Hrvatska)
Moshchenica,Sisak-Moslavina,Croatia Hrvatska)
Novska,Sisak-Moslavina,Croatia Hrvatska)
Odra Sisachka,Sisak-Moslavina,Croatia Hrvatska)
Osekovo,Sisak-Moslavina,Croatia Hrvatska)
Peshcenica,Sisak-Moslavina,Croatia Hrvatska)
Petrinja,Sisak-Moslavina,Croatia Hrvatska)
Popovacha,Sisak-Moslavina,Croatia Hrvatska)
Potok,Sisak-Moslavina,Croatia Hrvatska)
Rajic,Sisak-Moslavina,Croatia Hrvatska)
Repushnica,Sisak-Moslavina,Croatia Hrvatska)
Sisak,Sisak-Moslavina,Croatia Hrvatska)
Staro Prachno,Sisak-Moslavina,Croatia Hrvatska)
Sunja,Sisak-Moslavina,Croatia Hrvatska)
Topolovac,Sisak-Moslavina,Croatia Hrvatska)
Voloder,Sisak-Moslavina,Croatia Hrvatska)
Bashka Voda,Split-Dalmacija,Croatia Hrvatska)
Bol,Split-Dalmacija,Croatia Hrvatska)
Brela,Split-Dalmacija,Croatia Hrvatska)
Brnaze,Split-Dalmacija,Croatia Hrvatska)
Cista Velika,Split-Dalmacija,Croatia Hrvatska)
Donji Prolozhac,Split-Dalmacija,Croatia Hrvatska)
Donji Vinjani,Split-Dalmacija,Croatia Hrvatska)
Duce,Split-Dalmacija,Croatia Hrvatska)
Dugi Rat,Split-Dalmacija,Croatia Hrvatska)
Dugopolje,Split-Dalmacija,Croatia Hrvatska)
Gala,Split-Dalmacija,Croatia Hrvatska)
Glavice,Split-Dalmacija,Croatia Hrvatska)
Glavina Donja,Split-Dalmacija,Croatia Hrvatska)
Gornji Vincjani,Split-Dalmacija,Croatia Hrvatska)
Gradac,Split-Dalmacija,Croatia Hrvatska)
Grubine,Split-Dalmacija,Croatia Hrvatska)
Hrvace,Split-Dalmacija,Croatia Hrvatska)
Hvar,Split-Dalmacija,Croatia Hrvatska)
Imotski,Split-Dalmacija,Croatia Hrvatska)
Jelsa,Split-Dalmacija,Croatia Hrvatska)
Jesenice,Split-Dalmacija,Croatia Hrvatska)
Kamen,Split-Dalmacija,Croatia Hrvatska)
Kashtel Gambelovac,Split-Dalmacija,Croatia Hrvatska)
Kashtel Gomilica,Split-Dalmacija,Croatia Hrvatska)
Kashtel Lukshic,Split-Dalmacija,Croatia Hrvatska)
Kashtel Novi,Split-Dalmacija,Croatia Hrvatska)
Kashtel Shtafilic,Split-Dalmacija,Croatia Hrvatska)
Kashtel Stari,Split-Dalmacija,Croatia Hrvatska)
Kashtel Sucurac,Split-Dalmacija,Croatia Hrvatska)
Katuni,Split-Dalmacija,Croatia Hrvatska)
Klis,Split-Dalmacija,Croatia Hrvatska)
Komizha,Split-Dalmacija,Croatia Hrvatska)
Koshute,Split-Dalmacija,Croatia Hrvatska)
Lovrec,Split-Dalmacija,Croatia Hrvatska)
Makarska,Split-Dalmacija,Croatia Hrvatska)
Marina,Split-Dalmacija,Croatia Hrvatska)
Mastrinka,Split-Dalmacija,Croatia Hrvatska)
Milna,Split-Dalmacija,Croatia Hrvatska)
Mravince,Split-Dalmacija,Croatia Hrvatska)
Neoric,Split-Dalmacija,Croatia Hrvatska)
Obrovac Sinjski,Split-Dalmacija,Croatia Hrvatska)
Okrug Gornji,Split-Dalmacija,Croatia Hrvatska)
Omish,Split-Dalmacija,Croatia Hrvatska)
Otok,Split-Dalmacija,Croatia Hrvatska)
Podgora,Split-Dalmacija,Croatia Hrvatska)
Podstrana,Split-Dalmacija,Croatia Hrvatska)
Poljica,Split-Dalmacija,Croatia Hrvatska)
Postira,Split-Dalmacija,Croatia Hrvatska)
Postranje,Split-Dalmacija,Croatia Hrvatska)
Potravlje,Split-Dalmacija,Croatia Hrvatska)
Primorski Dolac,Split-Dalmacija,Croatia Hrvatska)
Puchishca,Split-Dalmacija,Croatia Hrvatska)
Ruda,Split-Dalmacija,Croatia Hrvatska)
Runovic,Split-Dalmacija,Croatia Hrvatska)
Seget Donji,Split-Dalmacija,Croatia Hrvatska)
Seget Vranjica,Split-Dalmacija,Croatia Hrvatska)
Selca,Split-Dalmacija,Croatia Hrvatska)
Sinj,Split-Dalmacija,Croatia Hrvatska)
Slatine,Split-Dalmacija,Croatia Hrvatska)
Solin,Split-Dalmacija,Croatia Hrvatska)
Split,Split-Dalmacija,Croatia Hrvatska)
Srinjine,Split-Dalmacija,Croatia Hrvatska)
Stari Grad,Split-Dalmacija,Croatia Hrvatska)
Stobrech,Split-Dalmacija,Croatia Hrvatska)
Supetar,Split-Dalmacija,Croatia Hrvatska)
Trilj,Split-Dalmacija,Croatia Hrvatska)
Trogir,Split-Dalmacija,Croatia Hrvatska)
Tuchepi,Split-Dalmacija,Croatia Hrvatska)
Turjaci,Split-Dalmacija,Croatia Hrvatska)
Vinishce,Split-Dalmacija,Croatia Hrvatska)
Vis,Split-Dalmacija,Croatia Hrvatska)
Vranjic,Split-Dalmacija,Croatia Hrvatska)
Vrgorac,Split-Dalmacija,Croatia Hrvatska)
Vrlika,Split-Dalmacija,Croatia Hrvatska)
Zagvozd,Split-Dalmacija,Croatia Hrvatska)
Zhrnovnica,Split-Dalmacija,Croatia Hrvatska)
Zmijavci,Split-Dalmacija,Croatia Hrvatska)
Bedenec,Varazhdin,Croatia Hrvatska)
Beletinec,Varazhdin,Croatia Hrvatska)
Beretinec,Varazhdin,Croatia Hrvatska)
Breznica,Varazhdin,Croatia Hrvatska)
Chreshnjevo,Varazhdin,Croatia Hrvatska)
Donja Voca,Varazhdin,Croatia Hrvatska)
Donje Ladanje,Varazhdin,Croatia Hrvatska)
Gornje Ladanje,Varazhdin,Croatia Hrvatska)
Gornje Vratno,Varazhdin,Croatia Hrvatska)
Gornji Kneginec,Varazhdin,Croatia Hrvatska)
Gornji Kucan,Varazhdin,Croatia Hrvatska)
Hrashcica,Varazhdin,Croatia Hrvatska)
Hrastovsko,Varazhdin,Croatia Hrvatska)
Hrzhenica,Varazhdin,Croatia Hrvatska)
Ivanec,Varazhdin,Croatia Hrvatska)
Jalkovec,Varazhdin,Croatia Hrvatska)
Jalzhabet,Varazhdin,Croatia Hrvatska)
Jerovec,Varazhdin,Croatia Hrvatska)
Klenovnik,Varazhdin,Croatia Hrvatska)
Kljuch,Varazhdin,Croatia Hrvatska)
Kucan Marof,Varazhdin,Croatia Hrvatska)
Lepoglava,Varazhdin,Croatia Hrvatska)
Ljubeshcica,Varazhdin,Croatia Hrvatska)
Ludbreg,Varazhdin,Croatia Hrvatska)
Madzharevo,Varazhdin,Croatia Hrvatska)
Mali Bukovec,Varazhdin,Croatia Hrvatska)
Nedeljanec,Varazhdin,Croatia Hrvatska)
Nova Ves Petrijanec,Varazhdin,Croatia Hrvatska)
Novi Marof,Varazhdin,Croatia Hrvatska)
Petrijanec,Varazhdin,Croatia Hrvatska)
Podevchevo,Varazhdin,Croatia Hrvatska)
Presechno,Varazhdin,Croatia Hrvatska)
Remetinec,Varazhdin,Croatia Hrvatska)
Selnik,Varazhdin,Croatia Hrvatska)
Shemovec,Varazhdin,Croatia Hrvatska)
Srachinec,Varazhdin,Croatia Hrvatska)
Sveti Petar,Varazhdin,Croatia Hrvatska)
Svibovec Podravski,Varazhdin,Croatia Hrvatska)
Trnovec,Varazhdin,Croatia Hrvatska)
Turchin,Varazhdin,Croatia Hrvatska)
Tuzhno,Varazhdin,Croatia Hrvatska)
Varazhdin,Varazhdin,Croatia Hrvatska)
Varazhdin Breg,Varazhdin,Croatia Hrvatska)
Varazhdinske Toplice,Varazhdin,Croatia Hrvatska)
Vidovec,Varazhdin,Croatia Hrvatska)
Vinica,Varazhdin,Croatia Hrvatska)
Zavrshje Podbelsko,Varazhdin,Croatia Hrvatska)
Zharovnica,Varazhdin,Croatia Hrvatska)
Borova,Virovitica-Podravina,Croatia Hrvatska)
Busetina,Virovitica-Podravina,Croatia Hrvatska)
Cabuna,Virovitica-Podravina,Croatia Hrvatska)
Chachinci,Virovitica-Podravina,Croatia Hrvatska)
Gradina,Virovitica-Podravina,Croatia Hrvatska)
Korija,Virovitica-Podravina,Croatia Hrvatska)
Mikleush,Virovitica-Podravina,Croatia Hrvatska)
Milanovac,Virovitica-Podravina,Croatia Hrvatska)
Nova Bukovica,Virovitica-Podravina,Croatia Hrvatska)
Orahovica,Virovitica-Podravina,Croatia Hrvatska)
Pitomacha,Virovitica-Podravina,Croatia Hrvatska)
Podgorje,Virovitica-Podravina,Croatia Hrvatska)
Rezovac,Virovitica-Podravina,Croatia Hrvatska)
Shpishic Bukovica,Virovitica-Podravina,Croatia Hrvatska)
Slatina,Virovitica-Podravina,Croatia Hrvatska)
Suhopolje,Virovitica-Podravina,Croatia Hrvatska)
Turanovac,Virovitica-Podravina,Croatia Hrvatska)
Virovitica,Virovitica-Podravina,Croatia Hrvatska)
Vocin,Virovitica-Podravina,Croatia Hrvatska)
Zdenci,Virovitica-Podravina,Croatia Hrvatska)
Andrijashevci,Vukovar-Srijem,Croatia Hrvatska)
Antin,Vukovar-Srijem,Croatia Hrvatska)
Babina Greda,Vukovar-Srijem,Croatia Hrvatska)
Bapska,Vukovar-Srijem,Croatia Hrvatska)
Bobota,Vukovar-Srijem,Croatia Hrvatska)
Bogdanovci,Vukovar-Srijem,Croatia Hrvatska)
Borovo,Vukovar-Srijem,Croatia Hrvatska)
Boshnjaci,Vukovar-Srijem,Croatia Hrvatska)
Brshadin,Vukovar-Srijem,Croatia Hrvatska)
Ceric,Vukovar-Srijem,Croatia Hrvatska)
Cerna,Vukovar-Srijem,Croatia Hrvatska)
Drenovci,Vukovar-Srijem,Croatia Hrvatska)
Gradishte,Vukovar-Srijem,Croatia Hrvatska)
Gunja,Vukovar-Srijem,Croatia Hrvatska)
Ilacha,Vukovar-Srijem,Croatia Hrvatska)
Ilok,Vukovar-Srijem,Croatia Hrvatska)
Ivankovo,Vukovar-Srijem,Croatia Hrvatska)
Jarmina,Vukovar-Srijem,Croatia Hrvatska)
Komletinci,Vukovar-Srijem,Croatia Hrvatska)
Lipovac,Vukovar-Srijem,Croatia Hrvatska)
Lovas,Vukovar-Srijem,Croatia Hrvatska)
Markushica,Vukovar-Srijem,Croatia Hrvatska)
Mirkovci,Vukovar-Srijem,Croatia Hrvatska)
Negoslavci,Vukovar-Srijem,Croatia Hrvatska)
Nijemci,Vukovar-Srijem,Croatia Hrvatska)
Novi Jankovci,Vukovar-Srijem,Croatia Hrvatska)
Nushtar,Vukovar-Srijem,Croatia Hrvatska)
Otok,Vukovar-Srijem,Croatia Hrvatska)
Petrovci,Vukovar-Srijem,Croatia Hrvatska)
Posavski Podgajci,Vukovar-Srijem,Croatia Hrvatska)
Privlaka,Vukovar-Srijem,Croatia Hrvatska)
Rachinovci,Vukovar-Srijem,Croatia Hrvatska)
Rajevo Selo,Vukovar-Srijem,Croatia Hrvatska)
Retkovci,Vukovar-Srijem,Croatia Hrvatska)
Rokovci,Vukovar-Srijem,Croatia Hrvatska)
Sharengrad,Vukovar-Srijem,Croatia Hrvatska)
Shishkovci,Vukovar-Srijem,Croatia Hrvatska)
Shtitar,Vukovar-Srijem,Croatia Hrvatska)
Slakovci,Vukovar-Srijem,Croatia Hrvatska)
Soljani,Vukovar-Srijem,Croatia Hrvatska)
Sotin,Vukovar-Srijem,Croatia Hrvatska)
Stari Jankovci,Vukovar-Srijem,Croatia Hrvatska)
Stari Mikanovci,Vukovar-Srijem,Croatia Hrvatska)
Tordinci,Vukovar-Srijem,Croatia Hrvatska)
Tovarnik,Vukovar-Srijem,Croatia Hrvatska)
Trpinja,Vukovar-Srijem,Croatia Hrvatska)
Vinkovci,Vukovar-Srijem,Croatia Hrvatska)
Vodhinci,Vukovar-Srijem,Croatia Hrvatska)
Vrbanja,Vukovar-Srijem,Croatia Hrvatska)
Vukovar,Vukovar-Srijem,Croatia Hrvatska)
Zhupanja,Vukovar-Srijem,Croatia Hrvatska)
Benkovac,Zadar,Croatia Hrvatska)
Bibinje,Zadar,Croatia Hrvatska)
Biograd na Moru,Zadar,Croatia Hrvatska)
Debeljak,Zadar,Croatia Hrvatska)
Galovac,Zadar,Croatia Hrvatska)
Gorica,Zadar,Croatia Hrvatska)
Gornji Karin,Zadar,Croatia Hrvatska)
Grachac,Zadar,Croatia Hrvatska)
Jasenice,Zadar,Croatia Hrvatska)
Kali,Zadar,Croatia Hrvatska)
Krushevo,Zadar,Croatia Hrvatska)
Nin,Zadar,Croatia Hrvatska)
Obrovac,Zadar,Croatia Hrvatska)
Pag,Zadar,Croatia Hrvatska)
Pakoshtane,Zadar,Croatia Hrvatska)
Polacha,Zadar,Croatia Hrvatska)
Polichnik,Zadar,Croatia Hrvatska)
Poljica,Zadar,Croatia Hrvatska)
Posedarje,Zadar,Croatia Hrvatska)
Preko,Zadar,Croatia Hrvatska)
Pridraga,Zadar,Croatia Hrvatska)
Privlaka,Zadar,Croatia Hrvatska)
Razhanac,Zadar,Croatia Hrvatska)
Shkabrnja,Zadar,Croatia Hrvatska)
Slivnica,Zadar,Croatia Hrvatska)
Starigrad,Zadar,Croatia Hrvatska)
Sukoshan,Zadar,Croatia Hrvatska)
Sveti Filip i Jakov,Zadar,Croatia Hrvatska)
Turanj,Zadar,Croatia Hrvatska)
Ugljan,Zadar,Croatia Hrvatska)
Vir,Zadar,Croatia Hrvatska)
Vrsi,Zadar,Croatia Hrvatska)
Zadar,Zadar,Croatia Hrvatska)
Zemunik Donji,Zadar,Croatia Hrvatska)
Bestovje,Zagreb,Croatia Hrvatska)
Bishkupec Zelinski,Zagreb,Croatia Hrvatska)
Brckovljani,Zagreb,Croatia Hrvatska)
Brdovec,Zagreb,Croatia Hrvatska)
Bregana,Zagreb,Croatia Hrvatska)
Brezje,Zagreb,Croatia Hrvatska)
Bushevec,Zagreb,Croatia Hrvatska)
Celine,Zagreb,Croatia Hrvatska)
Domaslovec,Zagreb,Croatia Hrvatska)
Donja Bistra,Zagreb,Croatia Hrvatska)
Donja Kupchina,Zagreb,Croatia Hrvatska)
Donja Lomnica,Zagreb,Croatia Hrvatska)
Donja Zdenchina,Zagreb,Croatia Hrvatska)
Donji Desinec,Zagreb,Croatia Hrvatska)
Donji Stupnik,Zagreb,Croatia Hrvatska)
Dubrava,Zagreb,Croatia Hrvatska)
Dugo Selo,Zagreb,Croatia Hrvatska)
Gornja Bistra,Zagreb,Croatia Hrvatska)
Gornji Laduch,Zagreb,Croatia Hrvatska)
Gornji Stupnik,Zagreb,Croatia Hrvatska)
Grachec,Zagreb,Croatia Hrvatska)
Gradici,Zagreb,Croatia Hrvatska)
Ivan Bistranski,Zagreb,Croatia Hrvatska)
Ivanic-Grad,Zagreb,Croatia Hrvatska)
Jablanovec,Zagreb,Croatia Hrvatska)
Jakovlje,Zagreb,Croatia Hrvatska)
Jastrebarsko,Zagreb,Croatia Hrvatska)
Kerestinec,Zagreb,Croatia Hrvatska)
Klincha Sela,Zagreb,Croatia Hrvatska)
Kloshtar Ivanic,Zagreb,Croatia Hrvatska)
Kozinshchak,Zagreb,Croatia Hrvatska)
Krizh,Zagreb,Croatia Hrvatska)
Kuche,Zagreb,Croatia Hrvatska)
Kupinec,Zagreb,Croatia Hrvatska)
Lonjica,Zagreb,Croatia Hrvatska)
Luka,Zagreb,Croatia Hrvatska)
Lukarishce,Zagreb,Croatia Hrvatska)
Lukavec,Zagreb,Croatia Hrvatska)
Lupoglav,Zagreb,Croatia Hrvatska)
Michevec,Zagreb,Croatia Hrvatska)
Mraclin,Zagreb,Croatia Hrvatska)
Novaki,Zagreb,Croatia Hrvatska)
Novo Chiche,Zagreb,Croatia Hrvatska)
Novoselec,Zagreb,Croatia Hrvatska)
Oborovo Bistranski,Zagreb,Croatia Hrvatska)
Oreshje,Zagreb,Croatia Hrvatska)
Pojatno,Zagreb,Croatia Hrvatska)
Poljanica Bistranska,Zagreb,Croatia Hrvatska)
Prigorje Brdovechko,Zagreb,Croatia Hrvatska)
Rakitje,Zagreb,Croatia Hrvatska)
Rakov Potok,Zagreb,Croatia Hrvatska)
Rude,Zagreb,Croatia Hrvatska)
Samobor,Zagreb,Croatia Hrvatska)
Strmec,Zagreb,Croatia Hrvatska)
Sveta Nedelja,Zagreb,Croatia Hrvatska)
Sveti Ivan Zelina,Zagreb,Croatia Hrvatska)
Turopolje,Zagreb,Croatia Hrvatska)
Velika Gorica,Zagreb,Croatia Hrvatska)
Velika Mlaka,Zagreb,Croatia Hrvatska)
Velika Ostrna,Zagreb,Croatia Hrvatska)
Vrbovec,Zagreb,Croatia Hrvatska)
Vukovina,Zagreb,Croatia Hrvatska)
Zapreshic,Zagreb,Croatia Hrvatska)
Zdenci Brdovechki,Zagreb,Croatia Hrvatska)
Limassol,Limassol,Cyprus
Paphos,Paphos,Cyprus
Frycovice,Frycovice,Czech Republic
Bechyne,Jihochesky,Czech Republic
Blatna,Jihochesky,Czech Republic
Cheske Budejovice,Jihochesky,Czech Republic
Chesky Krumlov,Jihochesky,Czech Republic
Dachice,Jihochesky,Czech Republic
Jindrichuv Hradec,Jihochesky,Czech Republic
Kaplice,Jihochesky,Czech Republic
Milevsko,Jihochesky,Czech Republic
Pisek,Jihochesky,Czech Republic
Prachatice,Jihochesky,Czech Republic
Protivin,Jihochesky,Czech Republic
Sezimovo Usti,Jihochesky,Czech Republic
Sobeslav,Jihochesky,Czech Republic
Strakonice,Jihochesky,Czech Republic
Tabor,Jihochesky,Czech Republic
Trebon,Jihochesky,Czech Republic
Tyn nad Vltavou,Jihochesky,Czech Republic
Veseli nad Luzhnici,Jihochesky,Czech Republic
Vimperk,Jihochesky,Czech Republic
Vodnany,Jihochesky,Czech Republic
Adamov,Jihomoravsky,Czech Republic
Blansko,Jihomoravsky,Czech Republic
Boskovice,Jihomoravsky,Czech Republic
Breclav,Jihomoravsky,Czech Republic
Brno,Jihomoravsky,Czech Republic
Buchovice,Jihomoravsky,Czech Republic
Dubnany,Jihomoravsky,Czech Republic
Hodonin,Jihomoravsky,Czech Republic
Hrusky,Jihomoravsky,Czech Republic
Hustopeche,Jihomoravsky,Czech Republic
Ivanchice,Jihomoravsky,Czech Republic
Kurim,Jihomoravsky,Czech Republic
Kyjov,Jihomoravsky,Czech Republic
Letovice,Jihomoravsky,Czech Republic
Mikulov,Jihomoravsky,Czech Republic
Moravsky Krumlov,Jihomoravsky,Czech Republic
Namesht nad Oslavou,Jihomoravsky,Czech Republic
Rosice,Jihomoravsky,Czech Republic
Shlapanice,Jihomoravsky,Czech Republic
Slavkov u Brna,Jihomoravsky,Czech Republic
Tishnov,Jihomoravsky,Czech Republic
Vyshkov,Jihomoravsky,Czech Republic
Znojmo,Jihomoravsky,Czech Republic
Ash,Karlovarsky,Czech Republic
